,,,
Source: A&E Datamart,,,
Data from: 1st Janury 2015 - 31st December 2016,,,
Data extracted: 15th November 2017,,,
,,,
Arrival Date,Treatment NHS Board Description - as at date of episode,Treatment Location Name,Number Of Attendances
07-Feb-2015,NHS GRAMPIAN,ABERDEEN ROYAL INFIRMARY,180
07-Feb-2015,NHS GRAMPIAN,DR GRAY'S HOSPITAL,73
07-Feb-2015,NHS GRAMPIAN,ROYAL ABERDEEN CHILDREN'S HOSPITAL,57
07-Feb-2015,NHS GREATER GLASGOW & CLYDE,GLASGOW ROYAL INFIRMARY,189
07-Feb-2015,NHS GREATER GLASGOW & CLYDE,INVERCLYDE ROYAL HOSPITAL,101
07-Feb-2015,NHS GREATER GLASGOW & CLYDE,NEW VICTORIA HOSPITAL,168
07-Feb-2015,NHS GREATER GLASGOW & CLYDE,QUEEN ELIZABETH UNIVERSITY HOSPITAL,91
07-Feb-2015,NHS GREATER GLASGOW & CLYDE,ROYAL ALEXANDRA HOSPITAL,171
07-Feb-2015,NHS GREATER GLASGOW & CLYDE,ROYAL HOSPITAL FOR CHILDREN,102
07-Feb-2015,NHS GREATER GLASGOW & CLYDE,STOBHILL HOSPITAL,24
07-Feb-2015,NHS GREATER GLASGOW & CLYDE,VALE OF LEVEN GENERAL HOSPITAL,34
07-Feb-2015,NHS GREATER GLASGOW & CLYDE,WEST GLASGOW,164
07-Feb-2015,NHS HIGHLAND,BELFORD HOSPITAL,27
07-Feb-2015,NHS HIGHLAND,CAITHNESS GENERAL HOSPITAL,9
07-Feb-2015,NHS HIGHLAND,LORN & ISLANDS HOSPITAL,16
07-Feb-2015,NHS HIGHLAND,RAIGMORE HOSPITAL,95
07-Feb-2015,NHS LANARKSHIRE,HAIRMYRES HOSPITAL,132
07-Feb-2015,NHS LANARKSHIRE,MONKLANDS DISTRICT GENERAL HOSPITAL,145
07-Feb-2015,NHS LANARKSHIRE,WISHAW GENERAL HOSPITAL,137
07-Feb-2015,NHS LOTHIAN,ROYAL HOSPITAL FOR SICK CHILDREN (EDINBURGH),136
07-Feb-2015,NHS LOTHIAN,ROYAL INFIRMARY OF EDINBURGH AT LITTLE FRANCE,319
07-Feb-2015,NHS LOTHIAN,ST JOHN'S HOSPITAL,121
07-Feb-2015,NHS LOTHIAN,WESTERN GENERAL HOSPITAL,99
07-Feb-2015,NHS ORKNEY,BALFOUR HOSPITAL,11
07-Feb-2015,NHS SHETLAND,GILBERT BAIN HOSPITAL,21
07-Feb-2015,NHS TAYSIDE,ARBROATH INFIRMARY,43
07-Feb-2015,NHS TAYSIDE,BLAIRGOWRIE & RATTRAY COTTAGE HOSPITAL,14
07-Feb-2015,NHS TAYSIDE,BRECHIN INFIRMARY,14
07-Feb-2015,NHS TAYSIDE,CRIEFF COMMUNITY HOSPITAL,11
07-Feb-2015,NHS TAYSIDE,LINKS HEALTH CENTRE,17
07-Feb-2015,NHS TAYSIDE,NINEWELLS HOSPITAL,131
07-Feb-2015,NHS TAYSIDE,PERTH ROYAL INFIRMARY,58
07-Feb-2015,NHS TAYSIDE,PITLOCHRY COMMUNITY HOSPITAL,4
07-Feb-2015,NHS TAYSIDE,WHITEHILLS HEALTH AND COMMUNITY CARE CENTRE,35
07-Feb-2015,NHS WESTERN ISLES,WESTERN ISLES HOSPITAL,23
08-Feb-2015,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL AYR,108
08-Feb-2015,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL CROSSHOUSE,186
08-Feb-2015,NHS BORDERS,BORDERS GENERAL HOSPITAL,75
08-Feb-2015,NHS DUMFRIES & GALLOWAY,DUMFRIES & GALLOWAY ROYAL INFIRMARY,112
08-Feb-2015,NHS DUMFRIES & GALLOWAY,GALLOWAY COMMUNITY HOSPITAL,36
08-Feb-2015,NHS DUMFRIES & GALLOWAY,NEWTON STEWART HOSPITAL,1
08-Feb-2015,NHS FIFE,QUEEN MARGARET HOSPITAL,50
08-Feb-2015,NHS FIFE,VICTORIA HOSPITAL,163
08-Feb-2015,NHS FORTH VALLEY,FORTH VALLEY ROYAL HOSPITAL,175
08-Feb-2015,NHS FORTH VALLEY,STIRLING COMMUNITY HOSPITAL,26
08-Feb-2015,NHS GRAMPIAN,ABERDEEN ROYAL INFIRMARY,209
08-Feb-2015,NHS GRAMPIAN,DR GRAY'S HOSPITAL,74
08-Feb-2015,NHS GRAMPIAN,ROYAL ABERDEEN CHILDREN'S HOSPITAL,53
08-Feb-2015,NHS GREATER GLASGOW & CLYDE,GLASGOW ROYAL INFIRMARY,208
08-Feb-2015,NHS GREATER GLASGOW & CLYDE,INVERCLYDE ROYAL HOSPITAL,96
08-Feb-2015,NHS GREATER GLASGOW & CLYDE,NEW VICTORIA HOSPITAL,199
08-Feb-2015,NHS GREATER GLASGOW & CLYDE,QUEEN ELIZABETH UNIVERSITY HOSPITAL,110
08-Feb-2015,NHS GREATER GLASGOW & CLYDE,ROYAL ALEXANDRA HOSPITAL,179
08-Feb-2015,NHS GREATER GLASGOW & CLYDE,ROYAL HOSPITAL FOR CHILDREN,120
08-Feb-2015,NHS GREATER GLASGOW & CLYDE,STOBHILL HOSPITAL,37
08-Feb-2015,NHS GREATER GLASGOW & CLYDE,VALE OF LEVEN GENERAL HOSPITAL,37
08-Feb-2015,NHS GREATER GLASGOW & CLYDE,WEST GLASGOW,166
08-Feb-2015,NHS HIGHLAND,BELFORD HOSPITAL,24
08-Feb-2015,NHS HIGHLAND,CAITHNESS GENERAL HOSPITAL,14
08-Feb-2015,NHS HIGHLAND,LORN & ISLANDS HOSPITAL,15
08-Feb-2015,NHS HIGHLAND,RAIGMORE HOSPITAL,87
08-Feb-2015,NHS LANARKSHIRE,HAIRMYRES HOSPITAL,147
08-Feb-2015,NHS LANARKSHIRE,MONKLANDS DISTRICT GENERAL HOSPITAL,182
08-Feb-2015,NHS LANARKSHIRE,WISHAW GENERAL HOSPITAL,175
08-Feb-2015,NHS LOTHIAN,ROYAL HOSPITAL FOR SICK CHILDREN (EDINBURGH),141
08-Feb-2015,NHS LOTHIAN,ROYAL INFIRMARY OF EDINBURGH AT LITTLE FRANCE,328
08-Feb-2015,NHS LOTHIAN,ST JOHN'S HOSPITAL,132
08-Feb-2015,NHS LOTHIAN,WESTERN GENERAL HOSPITAL,89
08-Feb-2015,NHS ORKNEY,BALFOUR HOSPITAL,18
08-Feb-2015,NHS SHETLAND,GILBERT BAIN HOSPITAL,33
08-Feb-2015,NHS TAYSIDE,ARBROATH INFIRMARY,57
08-Feb-2015,NHS TAYSIDE,BLAIRGOWRIE & RATTRAY COTTAGE HOSPITAL,11
08-Feb-2015,NHS TAYSIDE,BRECHIN INFIRMARY,16
08-Feb-2015,NHS TAYSIDE,CRIEFF COMMUNITY HOSPITAL,8
08-Feb-2015,NHS TAYSIDE,LINKS HEALTH CENTRE,19
08-Feb-2015,NHS TAYSIDE,NINEWELLS HOSPITAL,154
08-Feb-2015,NHS TAYSIDE,PERTH ROYAL INFIRMARY,81
08-Feb-2015,NHS TAYSIDE,PITLOCHRY COMMUNITY HOSPITAL,4
08-Feb-2015,NHS TAYSIDE,WHITEHILLS HEALTH AND COMMUNITY CARE CENTRE,28
08-Feb-2015,NHS WESTERN ISLES,WESTERN ISLES HOSPITAL,11
09-Feb-2015,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL AYR,110
09-Feb-2015,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL CROSSHOUSE,213
09-Feb-2015,NHS BORDERS,BORDERS GENERAL HOSPITAL,91
09-Feb-2015,NHS DUMFRIES & GALLOWAY,DUMFRIES & GALLOWAY ROYAL INFIRMARY,107
09-Feb-2015,NHS DUMFRIES & GALLOWAY,GALLOWAY COMMUNITY HOSPITAL,20
09-Feb-2015,NHS FIFE,QUEEN MARGARET HOSPITAL,63
09-Feb-2015,NHS FIFE,VICTORIA HOSPITAL,155
09-Feb-2015,NHS FORTH VALLEY,FORTH VALLEY ROYAL HOSPITAL,170
09-Feb-2015,NHS FORTH VALLEY,STIRLING COMMUNITY HOSPITAL,42
09-Feb-2015,NHS GRAMPIAN,ABERDEEN ROYAL INFIRMARY,180
09-Feb-2015,NHS GRAMPIAN,DR GRAY'S HOSPITAL,76
09-Feb-2015,NHS GRAMPIAN,ROYAL ABERDEEN CHILDREN'S HOSPITAL,57
09-Feb-2015,NHS GREATER GLASGOW & CLYDE,GLASGOW ROYAL INFIRMARY,245
09-Feb-2015,NHS GREATER GLASGOW & CLYDE,INVERCLYDE ROYAL HOSPITAL,100
09-Feb-2015,NHS GREATER GLASGOW & CLYDE,NEW VICTORIA HOSPITAL,250
09-Feb-2015,NHS GREATER GLASGOW & CLYDE,QUEEN ELIZABETH UNIVERSITY HOSPITAL,139
09-Feb-2015,NHS GREATER GLASGOW & CLYDE,ROYAL ALEXANDRA HOSPITAL,201
09-Feb-2015,NHS GREATER GLASGOW & CLYDE,ROYAL HOSPITAL FOR CHILDREN,131
09-Feb-2015,NHS GREATER GLASGOW & CLYDE,STOBHILL HOSPITAL,51
09-Feb-2015,NHS GREATER GLASGOW & CLYDE,VALE OF LEVEN GENERAL HOSPITAL,60
09-Feb-2015,NHS GREATER GLASGOW & CLYDE,WEST GLASGOW,183
09-Feb-2015,NHS HIGHLAND,BELFORD HOSPITAL,27
09-Feb-2015,NHS HIGHLAND,CAITHNESS GENERAL HOSPITAL,21
09-Feb-2015,NHS HIGHLAND,LORN & ISLANDS HOSPITAL,19
09-Feb-2015,NHS HIGHLAND,RAIGMORE HOSPITAL,92
09-Feb-2015,NHS LANARKSHIRE,HAIRMYRES HOSPITAL,156
09-Feb-2015,NHS LANARKSHIRE,MONKLANDS DISTRICT GENERAL HOSPITAL,169
09-Feb-2015,NHS LANARKSHIRE,WISHAW GENERAL HOSPITAL,186
09-Feb-2015,NHS LOTHIAN,ROYAL HOSPITAL FOR SICK CHILDREN (EDINBURGH),139
09-Feb-2015,NHS LOTHIAN,ROYAL INFIRMARY OF EDINBURGH AT LITTLE FRANCE,314
09-Feb-2015,NHS LOTHIAN,ST JOHN'S HOSPITAL,163
09-Feb-2015,NHS LOTHIAN,WESTERN GENERAL HOSPITAL,132
09-Feb-2015,NHS ORKNEY,BALFOUR HOSPITAL,10
09-Feb-2015,NHS SHETLAND,GILBERT BAIN HOSPITAL,20
09-Feb-2015,NHS TAYSIDE,ARBROATH INFIRMARY,39
09-Feb-2015,NHS TAYSIDE,BLAIRGOWRIE & RATTRAY COTTAGE HOSPITAL,10
09-Feb-2015,NHS TAYSIDE,BRECHIN INFIRMARY,7
09-Feb-2015,NHS TAYSIDE,CRIEFF COMMUNITY HOSPITAL,2
09-Feb-2015,NHS TAYSIDE,LINKS HEALTH CENTRE,12
09-Feb-2015,NHS TAYSIDE,NINEWELLS HOSPITAL,132
09-Feb-2015,NHS TAYSIDE,PERTH ROYAL INFIRMARY,75
09-Feb-2015,NHS TAYSIDE,PITLOCHRY COMMUNITY HOSPITAL,7
09-Feb-2015,NHS TAYSIDE,ST MARGARET'S HOSPITAL,5
09-Feb-2015,NHS TAYSIDE,WHITEHILLS HEALTH AND COMMUNITY CARE CENTRE,18
09-Feb-2015,NHS WESTERN ISLES,WESTERN ISLES HOSPITAL,29
10-Feb-2015,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL AYR,97
10-Feb-2015,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL CROSSHOUSE,200
10-Feb-2015,NHS BORDERS,BORDERS GENERAL HOSPITAL,84
10-Feb-2015,NHS DUMFRIES & GALLOWAY,DUMFRIES & GALLOWAY ROYAL INFIRMARY,86
10-Feb-2015,NHS DUMFRIES & GALLOWAY,GALLOWAY COMMUNITY HOSPITAL,37
10-Feb-2015,NHS FIFE,QUEEN MARGARET HOSPITAL,50
10-Feb-2015,NHS FIFE,VICTORIA HOSPITAL,161
10-Feb-2015,NHS FORTH VALLEY,FORTH VALLEY ROYAL HOSPITAL,144
10-Feb-2015,NHS FORTH VALLEY,STIRLING COMMUNITY HOSPITAL,41
10-Feb-2015,NHS GRAMPIAN,ABERDEEN ROYAL INFIRMARY,151
10-Feb-2015,NHS GRAMPIAN,DR GRAY'S HOSPITAL,64
10-Feb-2015,NHS GRAMPIAN,ROYAL ABERDEEN CHILDREN'S HOSPITAL,55
10-Feb-2015,NHS GREATER GLASGOW & CLYDE,GLASGOW ROYAL INFIRMARY,231
10-Feb-2015,NHS GREATER GLASGOW & CLYDE,INVERCLYDE ROYAL HOSPITAL,88
10-Feb-2015,NHS GREATER GLASGOW & CLYDE,NEW VICTORIA HOSPITAL,196
10-Feb-2015,NHS GREATER GLASGOW & CLYDE,QUEEN ELIZABETH UNIVERSITY HOSPITAL,121
10-Feb-2015,NHS GREATER GLASGOW & CLYDE,ROYAL ALEXANDRA HOSPITAL,165
10-Feb-2015,NHS GREATER GLASGOW & CLYDE,ROYAL HOSPITAL FOR CHILDREN,135
10-Feb-2015,NHS GREATER GLASGOW & CLYDE,STOBHILL HOSPITAL,39
10-Feb-2015,NHS GREATER GLASGOW & CLYDE,VALE OF LEVEN GENERAL HOSPITAL,32
10-Feb-2015,NHS GREATER GLASGOW & CLYDE,WEST GLASGOW,165
10-Feb-2015,NHS HIGHLAND,BELFORD HOSPITAL,28
10-Feb-2015,NHS HIGHLAND,CAITHNESS GENERAL HOSPITAL,12
10-Feb-2015,NHS HIGHLAND,LORN & ISLANDS HOSPITAL,15
10-Feb-2015,NHS HIGHLAND,RAIGMORE HOSPITAL,85
10-Feb-2015,NHS LANARKSHIRE,HAIRMYRES HOSPITAL,161
10-Feb-2015,NHS LANARKSHIRE,MONKLANDS DISTRICT GENERAL HOSPITAL,177
10-Feb-2015,NHS LANARKSHIRE,WISHAW GENERAL HOSPITAL,163
10-Feb-2015,NHS LOTHIAN,ROYAL HOSPITAL FOR SICK CHILDREN (EDINBURGH),123
10-Feb-2015,NHS LOTHIAN,ROYAL INFIRMARY OF EDINBURGH AT LITTLE FRANCE,306
10-Feb-2015,NHS LOTHIAN,ST JOHN'S HOSPITAL,161
10-Feb-2015,NHS LOTHIAN,WESTERN GENERAL HOSPITAL,124
10-Feb-2015,NHS ORKNEY,BALFOUR HOSPITAL,15
10-Feb-2015,NHS SHETLAND,GILBERT BAIN HOSPITAL,18
10-Feb-2015,NHS TAYSIDE,ARBROATH INFIRMARY,23
10-Feb-2015,NHS TAYSIDE,BLAIRGOWRIE & RATTRAY COTTAGE HOSPITAL,11
10-Feb-2015,NHS TAYSIDE,BRECHIN INFIRMARY,6
10-Feb-2015,NHS TAYSIDE,LINKS HEALTH CENTRE,15
10-Feb-2015,NHS TAYSIDE,NINEWELLS HOSPITAL,108
10-Feb-2015,NHS TAYSIDE,PERTH ROYAL INFIRMARY,49
10-Feb-2015,NHS TAYSIDE,PITLOCHRY COMMUNITY HOSPITAL,5
10-Feb-2015,NHS TAYSIDE,WHITEHILLS HEALTH AND COMMUNITY CARE CENTRE,18
10-Feb-2015,NHS WESTERN ISLES,WESTERN ISLES HOSPITAL,12
11-Feb-2015,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL AYR,108
11-Feb-2015,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL CROSSHOUSE,204
11-Feb-2015,NHS BORDERS,BORDERS GENERAL HOSPITAL,64
11-Feb-2015,NHS DUMFRIES & GALLOWAY,DUMFRIES & GALLOWAY ROYAL INFIRMARY,92
11-Feb-2015,NHS DUMFRIES & GALLOWAY,GALLOWAY COMMUNITY HOSPITAL,34
11-Feb-2015,NHS FIFE,QUEEN MARGARET HOSPITAL,49
11-Feb-2015,NHS FIFE,VICTORIA HOSPITAL,167
11-Feb-2015,NHS FORTH VALLEY,FORTH VALLEY ROYAL HOSPITAL,145
11-Feb-2015,NHS FORTH VALLEY,STIRLING COMMUNITY HOSPITAL,39
11-Feb-2015,NHS GRAMPIAN,ABERDEEN ROYAL INFIRMARY,137
11-Feb-2015,NHS GRAMPIAN,DR GRAY'S HOSPITAL,60
11-Feb-2015,NHS GRAMPIAN,ROYAL ABERDEEN CHILDREN'S HOSPITAL,44
11-Feb-2015,NHS GREATER GLASGOW & CLYDE,GLASGOW ROYAL INFIRMARY,209
11-Feb-2015,NHS GREATER GLASGOW & CLYDE,INVERCLYDE ROYAL HOSPITAL,78
11-Feb-2015,NHS GREATER GLASGOW & CLYDE,NEW VICTORIA HOSPITAL,237
11-Feb-2015,NHS GREATER GLASGOW & CLYDE,QUEEN ELIZABETH UNIVERSITY HOSPITAL,126
11-Feb-2015,NHS GREATER GLASGOW & CLYDE,ROYAL ALEXANDRA HOSPITAL,184
11-Feb-2015,NHS GREATER GLASGOW & CLYDE,ROYAL HOSPITAL FOR CHILDREN,111
11-Feb-2015,NHS GREATER GLASGOW & CLYDE,STOBHILL HOSPITAL,34
11-Feb-2015,NHS GREATER GLASGOW & CLYDE,VALE OF LEVEN GENERAL HOSPITAL,39
11-Feb-2015,NHS GREATER GLASGOW & CLYDE,WEST GLASGOW,162
11-Feb-2015,NHS HIGHLAND,BELFORD HOSPITAL,28
11-Feb-2015,NHS HIGHLAND,CAITHNESS GENERAL HOSPITAL,12
11-Feb-2015,NHS HIGHLAND,LORN & ISLANDS HOSPITAL,23
11-Feb-2015,NHS HIGHLAND,RAIGMORE HOSPITAL,71
11-Feb-2015,NHS LANARKSHIRE,HAIRMYRES HOSPITAL,156
11-Feb-2015,NHS LANARKSHIRE,MONKLANDS DISTRICT GENERAL HOSPITAL,182
11-Feb-2015,NHS LANARKSHIRE,WISHAW GENERAL HOSPITAL,152
11-Feb-2015,NHS LOTHIAN,ROYAL HOSPITAL FOR SICK CHILDREN (EDINBURGH),134
11-Feb-2015,NHS LOTHIAN,ROYAL INFIRMARY OF EDINBURGH AT LITTLE FRANCE,273
11-Feb-2015,NHS LOTHIAN,ST JOHN'S HOSPITAL,164
11-Feb-2015,NHS LOTHIAN,WESTERN GENERAL HOSPITAL,104
11-Feb-2015,NHS ORKNEY,BALFOUR HOSPITAL,10
11-Feb-2015,NHS SHETLAND,GILBERT BAIN HOSPITAL,28
11-Feb-2015,NHS TAYSIDE,ARBROATH INFIRMARY,23
11-Feb-2015,NHS TAYSIDE,BLAIRGOWRIE & RATTRAY COTTAGE HOSPITAL,8
11-Feb-2015,NHS TAYSIDE,BRECHIN INFIRMARY,8
11-Feb-2015,NHS TAYSIDE,LINKS HEALTH CENTRE,8
11-Feb-2015,NHS TAYSIDE,NINEWELLS HOSPITAL,107
11-Feb-2015,NHS TAYSIDE,PERTH ROYAL INFIRMARY,60
11-Feb-2015,NHS TAYSIDE,PITLOCHRY COMMUNITY HOSPITAL,2
11-Feb-2015,NHS TAYSIDE,ST MARGARET'S HOSPITAL,2
11-Feb-2015,NHS TAYSIDE,WHITEHILLS HEALTH AND COMMUNITY CARE CENTRE,17
11-Feb-2015,NHS WESTERN ISLES,WESTERN ISLES HOSPITAL,20
12-Feb-2015,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL AYR,120
12-Feb-2015,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL CROSSHOUSE,201
12-Feb-2015,NHS BORDERS,BORDERS GENERAL HOSPITAL,65
12-Feb-2015,NHS DUMFRIES & GALLOWAY,DUMFRIES & GALLOWAY ROYAL INFIRMARY,77
12-Feb-2015,NHS DUMFRIES & GALLOWAY,GALLOWAY COMMUNITY HOSPITAL,32
12-Feb-2015,NHS FIFE,QUEEN MARGARET HOSPITAL,48
12-Feb-2015,NHS FIFE,VICTORIA HOSPITAL,175
12-Feb-2015,NHS FORTH VALLEY,FORTH VALLEY ROYAL HOSPITAL,153
12-Feb-2015,NHS FORTH VALLEY,STIRLING COMMUNITY HOSPITAL,24
12-Feb-2015,NHS GRAMPIAN,ABERDEEN ROYAL INFIRMARY,132
12-Feb-2015,NHS GRAMPIAN,DR GRAY'S HOSPITAL,56
12-Feb-2015,NHS GRAMPIAN,ROYAL ABERDEEN CHILDREN'S HOSPITAL,46
12-Feb-2015,NHS GREATER GLASGOW & CLYDE,GLASGOW ROYAL INFIRMARY,226
12-Feb-2015,NHS GREATER GLASGOW & CLYDE,INVERCLYDE ROYAL HOSPITAL,83
12-Feb-2015,NHS GREATER GLASGOW & CLYDE,NEW VICTORIA HOSPITAL,232
12-Feb-2015,NHS GREATER GLASGOW & CLYDE,QUEEN ELIZABETH UNIVERSITY HOSPITAL,115
12-Feb-2015,NHS GREATER GLASGOW & CLYDE,ROYAL ALEXANDRA HOSPITAL,174
12-Feb-2015,NHS GREATER GLASGOW & CLYDE,ROYAL HOSPITAL FOR CHILDREN,149
12-Feb-2015,NHS GREATER GLASGOW & CLYDE,STOBHILL HOSPITAL,52
12-Feb-2015,NHS GREATER GLASGOW & CLYDE,VALE OF LEVEN GENERAL HOSPITAL,46
12-Feb-2015,NHS GREATER GLASGOW & CLYDE,WEST GLASGOW,143
12-Feb-2015,NHS HIGHLAND,BELFORD HOSPITAL,17
12-Feb-2015,NHS HIGHLAND,CAITHNESS GENERAL HOSPITAL,21
12-Feb-2015,NHS HIGHLAND,LORN & ISLANDS HOSPITAL,16
12-Feb-2015,NHS HIGHLAND,RAIGMORE HOSPITAL,70
12-Feb-2015,NHS LANARKSHIRE,HAIRMYRES HOSPITAL,154
12-Feb-2015,NHS LANARKSHIRE,MONKLANDS DISTRICT GENERAL HOSPITAL,190
12-Feb-2015,NHS LANARKSHIRE,WISHAW GENERAL HOSPITAL,148
12-Feb-2015,NHS LOTHIAN,ROYAL HOSPITAL FOR SICK CHILDREN (EDINBURGH),130
12-Feb-2015,NHS LOTHIAN,ROYAL INFIRMARY OF EDINBURGH AT LITTLE FRANCE,306
12-Feb-2015,NHS LOTHIAN,ST JOHN'S HOSPITAL,135
12-Feb-2015,NHS LOTHIAN,WESTERN GENERAL HOSPITAL,131
12-Feb-2015,NHS ORKNEY,BALFOUR HOSPITAL,9
12-Feb-2015,NHS SHETLAND,GILBERT BAIN HOSPITAL,14
12-Feb-2015,NHS TAYSIDE,ARBROATH INFIRMARY,41
12-Feb-2015,NHS TAYSIDE,BLAIRGOWRIE & RATTRAY COTTAGE HOSPITAL,5
12-Feb-2015,NHS TAYSIDE,BRECHIN INFIRMARY,7
12-Feb-2015,NHS TAYSIDE,CRIEFF COMMUNITY HOSPITAL,4
12-Feb-2015,NHS TAYSIDE,LINKS HEALTH CENTRE,10
12-Feb-2015,NHS TAYSIDE,NINEWELLS HOSPITAL,112
12-Feb-2015,NHS TAYSIDE,PERTH ROYAL INFIRMARY,63
12-Feb-2015,NHS TAYSIDE,PITLOCHRY COMMUNITY HOSPITAL,3
12-Feb-2015,NHS TAYSIDE,WHITEHILLS HEALTH AND COMMUNITY CARE CENTRE,9
12-Feb-2015,NHS WESTERN ISLES,WESTERN ISLES HOSPITAL,16
13-Feb-2015,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL AYR,101
13-Feb-2015,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL CROSSHOUSE,188
13-Feb-2015,NHS BORDERS,BORDERS GENERAL HOSPITAL,76
13-Feb-2015,NHS DUMFRIES & GALLOWAY,DUMFRIES & GALLOWAY ROYAL INFIRMARY,102
13-Feb-2015,NHS DUMFRIES & GALLOWAY,GALLOWAY COMMUNITY HOSPITAL,22
13-Feb-2015,NHS FIFE,QUEEN MARGARET HOSPITAL,33
13-Feb-2015,NHS FIFE,VICTORIA HOSPITAL,161
13-Feb-2015,NHS FORTH VALLEY,FORTH VALLEY ROYAL HOSPITAL,139
13-Feb-2015,NHS FORTH VALLEY,STIRLING COMMUNITY HOSPITAL,42
13-Feb-2015,NHS GRAMPIAN,ABERDEEN ROYAL INFIRMARY,113
13-Feb-2015,NHS GRAMPIAN,DR GRAY'S HOSPITAL,65
13-Feb-2015,NHS GRAMPIAN,ROYAL ABERDEEN CHILDREN'S HOSPITAL,41
13-Feb-2015,NHS GREATER GLASGOW & CLYDE,GLASGOW ROYAL INFIRMARY,209
13-Feb-2015,NHS GREATER GLASGOW & CLYDE,INVERCLYDE ROYAL HOSPITAL,78
13-Feb-2015,NHS GREATER GLASGOW & CLYDE,NEW VICTORIA HOSPITAL,193
13-Feb-2015,NHS GREATER GLASGOW & CLYDE,QUEEN ELIZABETH UNIVERSITY HOSPITAL,151
13-Feb-2015,NHS GREATER GLASGOW & CLYDE,ROYAL ALEXANDRA HOSPITAL,183
13-Feb-2015,NHS GREATER GLASGOW & CLYDE,ROYAL HOSPITAL FOR CHILDREN,114
13-Feb-2015,NHS GREATER GLASGOW & CLYDE,STOBHILL HOSPITAL,40
13-Feb-2015,NHS GREATER GLASGOW & CLYDE,VALE OF LEVEN GENERAL HOSPITAL,41
13-Feb-2015,NHS GREATER GLASGOW & CLYDE,WEST GLASGOW,136
13-Feb-2015,NHS HIGHLAND,BELFORD HOSPITAL,23
13-Feb-2015,NHS HIGHLAND,CAITHNESS GENERAL HOSPITAL,16
13-Feb-2015,NHS HIGHLAND,LORN & ISLANDS HOSPITAL,12
13-Feb-2015,NHS HIGHLAND,RAIGMORE HOSPITAL,73
13-Feb-2015,NHS LANARKSHIRE,HAIRMYRES HOSPITAL,173
13-Feb-2015,NHS LANARKSHIRE,MONKLANDS DISTRICT GENERAL HOSPITAL,175
13-Feb-2015,NHS LANARKSHIRE,WISHAW GENERAL HOSPITAL,148
13-Feb-2015,NHS LOTHIAN,ROYAL HOSPITAL FOR SICK CHILDREN (EDINBURGH),120
13-Feb-2015,NHS LOTHIAN,ROYAL INFIRMARY OF EDINBURGH AT LITTLE FRANCE,335
13-Feb-2015,NHS LOTHIAN,ST JOHN'S HOSPITAL,143
13-Feb-2015,NHS LOTHIAN,WESTERN GENERAL HOSPITAL,132
13-Feb-2015,NHS ORKNEY,BALFOUR HOSPITAL,18
13-Feb-2015,NHS SHETLAND,GILBERT BAIN HOSPITAL,15
13-Feb-2015,NHS TAYSIDE,ARBROATH INFIRMARY,25
13-Feb-2015,NHS TAYSIDE,BLAIRGOWRIE & RATTRAY COTTAGE HOSPITAL,10
13-Feb-2015,NHS TAYSIDE,BRECHIN INFIRMARY,4
13-Feb-2015,NHS TAYSIDE,CRIEFF COMMUNITY HOSPITAL,4
13-Feb-2015,NHS TAYSIDE,LINKS HEALTH CENTRE,17
13-Feb-2015,NHS TAYSIDE,NINEWELLS HOSPITAL,97
13-Feb-2015,NHS TAYSIDE,PERTH ROYAL INFIRMARY,50
13-Feb-2015,NHS TAYSIDE,PITLOCHRY COMMUNITY HOSPITAL,5
13-Feb-2015,NHS TAYSIDE,ST MARGARET'S HOSPITAL,1
13-Feb-2015,NHS TAYSIDE,WHITEHILLS HEALTH AND COMMUNITY CARE CENTRE,16
13-Feb-2015,NHS WESTERN ISLES,WESTERN ISLES HOSPITAL,13
14-Feb-2015,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL AYR,103
14-Feb-2015,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL CROSSHOUSE,175
14-Feb-2015,NHS BORDERS,BORDERS GENERAL HOSPITAL,87
14-Feb-2015,NHS DUMFRIES & GALLOWAY,DUMFRIES & GALLOWAY ROYAL INFIRMARY,89
14-Feb-2015,NHS DUMFRIES & GALLOWAY,GALLOWAY COMMUNITY HOSPITAL,45
14-Feb-2015,NHS FIFE,QUEEN MARGARET HOSPITAL,38
14-Feb-2015,NHS FIFE,VICTORIA HOSPITAL,175
14-Feb-2015,NHS FORTH VALLEY,FORTH VALLEY ROYAL HOSPITAL,160
14-Feb-2015,NHS FORTH VALLEY,STIRLING COMMUNITY HOSPITAL,40
14-Feb-2015,NHS GRAMPIAN,ABERDEEN ROYAL INFIRMARY,155
