Arrival Date,Treatment NHS Board Description - as at date of episode,Location Name,Number Of Attendances
12-Apr-17,NHS LOTHIAN,ROYAL HOSPITAL FOR SICK CHILDREN (EDINBURGH),122
12-Apr-17,NHS LOTHIAN,ROYAL INFIRMARY OF EDINBURGH AT LITTLE FRANCE,339
12-Apr-17,NHS LOTHIAN,ST JOHN'S HOSPITAL,160
12-Apr-17,NHS LOTHIAN,WESTERN GENERAL HOSPITAL,142
12-Apr-17,NHS ORKNEY,BALFOUR HOSPITAL,11
12-Apr-17,NHS SHETLAND,GILBERT BAIN HOSPITAL,15
12-Apr-17,NHS TAYSIDE,ARBROATH INFIRMARY,49
12-Apr-17,NHS TAYSIDE,BLAIRGOWRIE & RATTRAY COTTAGE HOSPITAL,6
12-Apr-17,NHS TAYSIDE,BRECHIN INFIRMARY,6
12-Apr-17,NHS TAYSIDE,CRIEFF COMMUNITY HOSPITAL,5
12-Apr-17,NHS TAYSIDE,LINKS HEALTH CENTRE,7
12-Apr-17,NHS TAYSIDE,NINEWELLS HOSPITAL,112
12-Apr-17,NHS TAYSIDE,PERTH ROYAL INFIRMARY,63
12-Apr-17,NHS TAYSIDE,PITLOCHRY COMMUNITY HOSPITAL,6
12-Apr-17,NHS TAYSIDE,ST MARGARET'S HOSPITAL,3
12-Apr-17,NHS TAYSIDE,WHITEHILLS HEALTH AND COMMUNITY CARE CENTRE,8
12-Apr-17,NHS WESTERN ISLES,UIST & BARRA HOSPITAL,3
12-Apr-17,NHS WESTERN ISLES,WESTERN ISLES HOSPITAL,20
13-Apr-17,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL AYR,109
13-Apr-17,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL CROSSHOUSE,179
13-Apr-17,NHS BORDERS,BORDERS GENERAL HOSPITAL,76
13-Apr-17,NHS DUMFRIES & GALLOWAY,DUMFRIES & GALLOWAY ROYAL INFIRMARY,119
13-Apr-17,NHS DUMFRIES & GALLOWAY,GALLOWAY COMMUNITY HOSPITAL,27
13-Apr-17,NHS FIFE,ADAMSON HOSPITAL,8
13-Apr-17,NHS FIFE,QUEEN MARGARET HOSPITAL,50
13-Apr-17,NHS FIFE,VICTORIA HOSPITAL,166
13-Apr-17,NHS FORTH VALLEY,FORTH VALLEY ROYAL HOSPITAL,138
13-Apr-17,NHS FORTH VALLEY,STIRLING COMMUNITY HOSPITAL,46
13-Apr-17,NHS GRAMPIAN,ABERDEEN ROYAL INFIRMARY,130
13-Apr-17,NHS GRAMPIAN,DR GRAY'S HOSPITAL,55
13-Apr-17,NHS GRAMPIAN,ROYAL ABERDEEN CHILDREN'S HOSPITAL,39
13-Apr-17,NHS GREATER GLASGOW & CLYDE,GLASGOW ROYAL INFIRMARY,235
13-Apr-17,NHS GREATER GLASGOW & CLYDE,INVERCLYDE ROYAL HOSPITAL,87
13-Apr-17,NHS GREATER GLASGOW & CLYDE,NEW VICTORIA HOSPITAL,97
13-Apr-17,NHS GREATER GLASGOW & CLYDE,QUEEN ELIZABETH UNIVERSITY HOSPITAL,262
13-Apr-17,NHS GREATER GLASGOW & CLYDE,ROYAL ALEXANDRA HOSPITAL,146
13-Apr-17,NHS GREATER GLASGOW & CLYDE,ROYAL HOSPITAL FOR CHILDREN,158
13-Apr-17,NHS GREATER GLASGOW & CLYDE,STOBHILL HOSPITAL,66
13-Apr-17,NHS GREATER GLASGOW & CLYDE,VALE OF LEVEN GENERAL HOSPITAL,45
13-Apr-17,NHS HIGHLAND,BELFORD HOSPITAL,26
13-Apr-17,NHS HIGHLAND,CAITHNESS GENERAL HOSPITAL,24
13-Apr-17,NHS HIGHLAND,LORN & ISLANDS HOSPITAL,25
13-Apr-17,NHS HIGHLAND,RAIGMORE HOSPITAL,83
13-Apr-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL HAIRMYRES,185
13-Apr-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL MONKLANDS ,191
13-Apr-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL WISHAW ,170
13-Apr-17,NHS LOTHIAN,ROYAL HOSPITAL FOR SICK CHILDREN (EDINBURGH),131
13-Apr-17,NHS LOTHIAN,ROYAL INFIRMARY OF EDINBURGH AT LITTLE FRANCE,320
13-Apr-17,NHS LOTHIAN,ST JOHN'S HOSPITAL,144
13-Apr-17,NHS LOTHIAN,WESTERN GENERAL HOSPITAL,135
13-Apr-17,NHS ORKNEY,BALFOUR HOSPITAL,18
13-Apr-17,NHS SHETLAND,GILBERT BAIN HOSPITAL,19
13-Apr-17,NHS TAYSIDE,ARBROATH INFIRMARY,35
13-Apr-17,NHS TAYSIDE,BLAIRGOWRIE & RATTRAY COTTAGE HOSPITAL,11
13-Apr-17,NHS TAYSIDE,BRECHIN INFIRMARY,12
13-Apr-17,NHS TAYSIDE,CRIEFF COMMUNITY HOSPITAL,1
13-Apr-17,NHS TAYSIDE,LINKS HEALTH CENTRE,10
13-Apr-17,NHS TAYSIDE,NINEWELLS HOSPITAL,132
13-Apr-17,NHS TAYSIDE,PERTH ROYAL INFIRMARY,55
13-Apr-17,NHS TAYSIDE,PITLOCHRY COMMUNITY HOSPITAL,8
13-Apr-17,NHS TAYSIDE,WHITEHILLS HEALTH AND COMMUNITY CARE CENTRE,14
13-Apr-17,NHS WESTERN ISLES,UIST & BARRA HOSPITAL,8
13-Apr-17,NHS WESTERN ISLES,WESTERN ISLES HOSPITAL,20
14-Apr-17,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL AYR,127
14-Apr-17,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL CROSSHOUSE,176
14-Apr-17,NHS BORDERS,BORDERS GENERAL HOSPITAL,87
14-Apr-17,NHS DUMFRIES & GALLOWAY,DUMFRIES & GALLOWAY ROYAL INFIRMARY,87
14-Apr-17,NHS DUMFRIES & GALLOWAY,GALLOWAY COMMUNITY HOSPITAL,33
14-Apr-17,NHS FIFE,QUEEN MARGARET HOSPITAL,53
14-Apr-17,NHS FIFE,VICTORIA HOSPITAL,169
14-Apr-17,NHS FORTH VALLEY,FORTH VALLEY ROYAL HOSPITAL,187
14-Apr-17,NHS FORTH VALLEY,STIRLING COMMUNITY HOSPITAL,47
14-Apr-17,NHS GRAMPIAN,ABERDEEN ROYAL INFIRMARY,133
14-Apr-17,NHS GRAMPIAN,DR GRAY'S HOSPITAL,61
14-Apr-17,NHS GRAMPIAN,ROYAL ABERDEEN CHILDREN'S HOSPITAL,38
14-Apr-17,NHS GREATER GLASGOW & CLYDE,GLASGOW ROYAL INFIRMARY,243
14-Apr-17,NHS GREATER GLASGOW & CLYDE,INVERCLYDE ROYAL HOSPITAL,90
14-Apr-17,NHS GREATER GLASGOW & CLYDE,NEW VICTORIA HOSPITAL,83
14-Apr-17,NHS GREATER GLASGOW & CLYDE,QUEEN ELIZABETH UNIVERSITY HOSPITAL,281
14-Apr-17,NHS GREATER GLASGOW & CLYDE,ROYAL ALEXANDRA HOSPITAL,173
14-Apr-17,NHS GREATER GLASGOW & CLYDE,ROYAL HOSPITAL FOR CHILDREN,130
14-Apr-17,NHS GREATER GLASGOW & CLYDE,STOBHILL HOSPITAL,40
14-Apr-17,NHS GREATER GLASGOW & CLYDE,VALE OF LEVEN GENERAL HOSPITAL,40
14-Apr-17,NHS HIGHLAND,BELFORD HOSPITAL,21
14-Apr-17,NHS HIGHLAND,CAITHNESS GENERAL HOSPITAL,19
14-Apr-17,NHS HIGHLAND,LORN & ISLANDS HOSPITAL,28
14-Apr-17,NHS HIGHLAND,RAIGMORE HOSPITAL,86
14-Apr-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL HAIRMYRES,168
14-Apr-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL MONKLANDS ,189
14-Apr-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL WISHAW ,181
14-Apr-17,NHS LOTHIAN,ROYAL HOSPITAL FOR SICK CHILDREN (EDINBURGH),124
14-Apr-17,NHS LOTHIAN,ROYAL INFIRMARY OF EDINBURGH AT LITTLE FRANCE,277
14-Apr-17,NHS LOTHIAN,ST JOHN'S HOSPITAL,119
14-Apr-17,NHS LOTHIAN,WESTERN GENERAL HOSPITAL,88
14-Apr-17,NHS ORKNEY,BALFOUR HOSPITAL,16
14-Apr-17,NHS SHETLAND,GILBERT BAIN HOSPITAL,20
14-Apr-17,NHS TAYSIDE,ARBROATH INFIRMARY,31
14-Apr-17,NHS TAYSIDE,BLAIRGOWRIE & RATTRAY COTTAGE HOSPITAL,7
14-Apr-17,NHS TAYSIDE,BRECHIN INFIRMARY,6
14-Apr-17,NHS TAYSIDE,CRIEFF COMMUNITY HOSPITAL,4
14-Apr-17,NHS TAYSIDE,LINKS HEALTH CENTRE,8
14-Apr-17,NHS TAYSIDE,NINEWELLS HOSPITAL,115
14-Apr-17,NHS TAYSIDE,PERTH ROYAL INFIRMARY,66
14-Apr-17,NHS TAYSIDE,PITLOCHRY COMMUNITY HOSPITAL,12
14-Apr-17,NHS TAYSIDE,WHITEHILLS HEALTH AND COMMUNITY CARE CENTRE,15
14-Apr-17,NHS WESTERN ISLES,UIST & BARRA HOSPITAL,10
14-Apr-17,NHS WESTERN ISLES,WESTERN ISLES HOSPITAL,22
15-Apr-17,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL AYR,128
15-Apr-17,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL CROSSHOUSE,213
15-Apr-17,NHS BORDERS,BORDERS GENERAL HOSPITAL,88
15-Apr-17,NHS DUMFRIES & GALLOWAY,DUMFRIES & GALLOWAY ROYAL INFIRMARY,100
15-Apr-17,NHS DUMFRIES & GALLOWAY,GALLOWAY COMMUNITY HOSPITAL,48
15-Apr-17,NHS DUMFRIES & GALLOWAY,NEWTON STEWART HOSPITAL,1
15-Apr-17,NHS FIFE,QUEEN MARGARET HOSPITAL,60
15-Apr-17,NHS FIFE,VICTORIA HOSPITAL,170
15-Apr-17,NHS FORTH VALLEY,FORTH VALLEY ROYAL HOSPITAL,174
15-Apr-17,NHS FORTH VALLEY,STIRLING COMMUNITY HOSPITAL,33
15-Apr-17,NHS GRAMPIAN,ABERDEEN ROYAL INFIRMARY,166
15-Apr-17,NHS GRAMPIAN,DR GRAY'S HOSPITAL,71
15-Apr-17,NHS GRAMPIAN,ROYAL ABERDEEN CHILDREN'S HOSPITAL,38
15-Apr-17,NHS GREATER GLASGOW & CLYDE,GLASGOW ROYAL INFIRMARY,239
15-Apr-17,NHS GREATER GLASGOW & CLYDE,INVERCLYDE ROYAL HOSPITAL,68
15-Apr-17,NHS GREATER GLASGOW & CLYDE,NEW VICTORIA HOSPITAL,72
15-Apr-17,NHS GREATER GLASGOW & CLYDE,QUEEN ELIZABETH UNIVERSITY HOSPITAL,284
15-Apr-17,NHS GREATER GLASGOW & CLYDE,ROYAL ALEXANDRA HOSPITAL,199
15-Apr-17,NHS GREATER GLASGOW & CLYDE,ROYAL HOSPITAL FOR CHILDREN,142
15-Apr-17,NHS GREATER GLASGOW & CLYDE,STOBHILL HOSPITAL,45
15-Apr-17,NHS GREATER GLASGOW & CLYDE,VALE OF LEVEN GENERAL HOSPITAL,38
15-Apr-17,NHS HIGHLAND,BELFORD HOSPITAL,36
15-Apr-17,NHS HIGHLAND,CAITHNESS GENERAL HOSPITAL,10
15-Apr-17,NHS HIGHLAND,LORN & ISLANDS HOSPITAL,13
15-Apr-17,NHS HIGHLAND,RAIGMORE HOSPITAL,106
15-Apr-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL HAIRMYRES,148
15-Apr-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL MONKLANDS ,167
15-Apr-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL WISHAW ,169
15-Apr-17,NHS LOTHIAN,ROYAL HOSPITAL FOR SICK CHILDREN (EDINBURGH),126
15-Apr-17,NHS LOTHIAN,ROYAL INFIRMARY OF EDINBURGH AT LITTLE FRANCE,343
15-Apr-17,NHS LOTHIAN,ST JOHN'S HOSPITAL,142
15-Apr-17,NHS LOTHIAN,WESTERN GENERAL HOSPITAL,87
15-Apr-17,NHS ORKNEY,BALFOUR HOSPITAL,21
15-Apr-17,NHS SHETLAND,GILBERT BAIN HOSPITAL,30
15-Apr-17,NHS TAYSIDE,ARBROATH INFIRMARY,63
15-Apr-17,NHS TAYSIDE,BLAIRGOWRIE & RATTRAY COTTAGE HOSPITAL,6
15-Apr-17,NHS TAYSIDE,BRECHIN INFIRMARY,6
15-Apr-17,NHS TAYSIDE,CRIEFF COMMUNITY HOSPITAL,4
15-Apr-17,NHS TAYSIDE,LINKS HEALTH CENTRE,14
15-Apr-17,NHS TAYSIDE,NINEWELLS HOSPITAL,145
15-Apr-17,NHS TAYSIDE,PERTH ROYAL INFIRMARY,67
15-Apr-17,NHS TAYSIDE,PITLOCHRY COMMUNITY HOSPITAL,10
15-Apr-17,NHS TAYSIDE,WHITEHILLS HEALTH AND COMMUNITY CARE CENTRE,30
15-Apr-17,NHS WESTERN ISLES,UIST & BARRA HOSPITAL,6
15-Apr-17,NHS WESTERN ISLES,WESTERN ISLES HOSPITAL,21
16-Apr-17,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL AYR,140
16-Apr-17,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL CROSSHOUSE,176
16-Apr-17,NHS BORDERS,BORDERS GENERAL HOSPITAL,86
16-Apr-17,NHS DUMFRIES & GALLOWAY,DUMFRIES & GALLOWAY ROYAL INFIRMARY,101
16-Apr-17,NHS DUMFRIES & GALLOWAY,GALLOWAY COMMUNITY HOSPITAL,30
16-Apr-17,NHS DUMFRIES & GALLOWAY,NEWTON STEWART HOSPITAL,1
16-Apr-17,NHS FIFE,QUEEN MARGARET HOSPITAL,62
16-Apr-17,NHS FIFE,VICTORIA HOSPITAL,213
16-Apr-17,NHS FORTH VALLEY,FORTH VALLEY ROYAL HOSPITAL,194
16-Apr-17,NHS FORTH VALLEY,STIRLING COMMUNITY HOSPITAL,41
16-Apr-17,NHS GRAMPIAN,ABERDEEN ROYAL INFIRMARY,164
16-Apr-17,NHS GRAMPIAN,DR GRAY'S HOSPITAL,81
16-Apr-17,NHS GRAMPIAN,ROYAL ABERDEEN CHILDREN'S HOSPITAL,53
16-Apr-17,NHS GREATER GLASGOW & CLYDE,GLASGOW ROYAL INFIRMARY,259
16-Apr-17,NHS GREATER GLASGOW & CLYDE,INVERCLYDE ROYAL HOSPITAL,73
16-Apr-17,NHS GREATER GLASGOW & CLYDE,NEW VICTORIA HOSPITAL,65
16-Apr-17,NHS GREATER GLASGOW & CLYDE,QUEEN ELIZABETH UNIVERSITY HOSPITAL,295
16-Apr-17,NHS GREATER GLASGOW & CLYDE,ROYAL ALEXANDRA HOSPITAL,187
16-Apr-17,NHS GREATER GLASGOW & CLYDE,ROYAL HOSPITAL FOR CHILDREN,133
16-Apr-17,NHS GREATER GLASGOW & CLYDE,STOBHILL HOSPITAL,34
16-Apr-17,NHS GREATER GLASGOW & CLYDE,VALE OF LEVEN GENERAL HOSPITAL,31
16-Apr-17,NHS HIGHLAND,BELFORD HOSPITAL,18
16-Apr-17,NHS HIGHLAND,CAITHNESS GENERAL HOSPITAL,20
16-Apr-17,NHS HIGHLAND,LORN & ISLANDS HOSPITAL,22
16-Apr-17,NHS HIGHLAND,RAIGMORE HOSPITAL,92
16-Apr-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL HAIRMYRES,153
16-Apr-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL MONKLANDS ,173
16-Apr-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL WISHAW ,181
16-Apr-17,NHS LOTHIAN,ROYAL HOSPITAL FOR SICK CHILDREN (EDINBURGH),109
16-Apr-17,NHS LOTHIAN,ROYAL INFIRMARY OF EDINBURGH AT LITTLE FRANCE,318
16-Apr-17,NHS LOTHIAN,ST JOHN'S HOSPITAL,143
16-Apr-17,NHS LOTHIAN,WESTERN GENERAL HOSPITAL,99
16-Apr-17,NHS ORKNEY,BALFOUR HOSPITAL,22
16-Apr-17,NHS SHETLAND,GILBERT BAIN HOSPITAL,19
16-Apr-17,NHS TAYSIDE,ARBROATH INFIRMARY,68
16-Apr-17,NHS TAYSIDE,BLAIRGOWRIE & RATTRAY COTTAGE HOSPITAL,7
16-Apr-17,NHS TAYSIDE,BRECHIN INFIRMARY,1
16-Apr-17,NHS TAYSIDE,CRIEFF COMMUNITY HOSPITAL,6
16-Apr-17,NHS TAYSIDE,LINKS HEALTH CENTRE,18
16-Apr-17,NHS TAYSIDE,NINEWELLS HOSPITAL,161
16-Apr-17,NHS TAYSIDE,PERTH ROYAL INFIRMARY,84
16-Apr-17,NHS TAYSIDE,PITLOCHRY COMMUNITY HOSPITAL,6
16-Apr-17,NHS TAYSIDE,WHITEHILLS HEALTH AND COMMUNITY CARE CENTRE,18
16-Apr-17,NHS WESTERN ISLES,UIST & BARRA HOSPITAL,4
16-Apr-17,NHS WESTERN ISLES,WESTERN ISLES HOSPITAL,20
17-Apr-17,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL AYR,141
17-Apr-17,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL CROSSHOUSE,218
17-Apr-17,NHS BORDERS,BORDERS GENERAL HOSPITAL,97
17-Apr-17,NHS DUMFRIES & GALLOWAY,DUMFRIES & GALLOWAY ROYAL INFIRMARY,114
17-Apr-17,NHS DUMFRIES & GALLOWAY,GALLOWAY COMMUNITY HOSPITAL,52
17-Apr-17,NHS DUMFRIES & GALLOWAY,NEWTON STEWART HOSPITAL,1
17-Apr-17,NHS FIFE,QUEEN MARGARET HOSPITAL,75
17-Apr-17,NHS FIFE,VICTORIA HOSPITAL,187
17-Apr-17,NHS FORTH VALLEY,FORTH VALLEY ROYAL HOSPITAL,215
17-Apr-17,NHS FORTH VALLEY,STIRLING COMMUNITY HOSPITAL,52
17-Apr-17,NHS GRAMPIAN,ABERDEEN ROYAL INFIRMARY,182
17-Apr-17,NHS GRAMPIAN,DR GRAY'S HOSPITAL,86
17-Apr-17,NHS GRAMPIAN,ROYAL ABERDEEN CHILDREN'S HOSPITAL,50
17-Apr-17,NHS GREATER GLASGOW & CLYDE,GLASGOW ROYAL INFIRMARY,260
17-Apr-17,NHS GREATER GLASGOW & CLYDE,INVERCLYDE ROYAL HOSPITAL,104
17-Apr-17,NHS GREATER GLASGOW & CLYDE,NEW VICTORIA HOSPITAL,122
17-Apr-17,NHS GREATER GLASGOW & CLYDE,QUEEN ELIZABETH UNIVERSITY HOSPITAL,321
17-Apr-17,NHS GREATER GLASGOW & CLYDE,ROYAL ALEXANDRA HOSPITAL,204
17-Apr-17,NHS GREATER GLASGOW & CLYDE,ROYAL HOSPITAL FOR CHILDREN,171
17-Apr-17,NHS GREATER GLASGOW & CLYDE,STOBHILL HOSPITAL,68
17-Apr-17,NHS GREATER GLASGOW & CLYDE,VALE OF LEVEN GENERAL HOSPITAL,48
17-Apr-17,NHS HIGHLAND,BELFORD HOSPITAL,28
17-Apr-17,NHS HIGHLAND,CAITHNESS GENERAL HOSPITAL,16
17-Apr-17,NHS HIGHLAND,LORN & ISLANDS HOSPITAL,20
17-Apr-17,NHS HIGHLAND,RAIGMORE HOSPITAL,93
17-Apr-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL HAIRMYRES,187
17-Apr-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL MONKLANDS ,178
17-Apr-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL WISHAW ,198
17-Apr-17,NHS LOTHIAN,ROYAL HOSPITAL FOR SICK CHILDREN (EDINBURGH),141
17-Apr-17,NHS LOTHIAN,ROYAL INFIRMARY OF EDINBURGH AT LITTLE FRANCE,380
17-Apr-17,NHS LOTHIAN,ST JOHN'S HOSPITAL,181
17-Apr-17,NHS LOTHIAN,WESTERN GENERAL HOSPITAL,116
17-Apr-17,NHS ORKNEY,BALFOUR HOSPITAL,14
17-Apr-17,NHS SHETLAND,GILBERT BAIN HOSPITAL,19
17-Apr-17,NHS TAYSIDE,ARBROATH INFIRMARY,65
17-Apr-17,NHS TAYSIDE,BLAIRGOWRIE & RATTRAY COTTAGE HOSPITAL,12
17-Apr-17,NHS TAYSIDE,BRECHIN INFIRMARY,12
17-Apr-17,NHS TAYSIDE,CRIEFF COMMUNITY HOSPITAL,8
17-Apr-17,NHS TAYSIDE,LINKS HEALTH CENTRE,21
17-Apr-17,NHS TAYSIDE,NINEWELLS HOSPITAL,162
17-Apr-17,NHS TAYSIDE,PERTH ROYAL INFIRMARY,81
17-Apr-17,NHS TAYSIDE,PITLOCHRY COMMUNITY HOSPITAL,7
17-Apr-17,NHS TAYSIDE,WHITEHILLS HEALTH AND COMMUNITY CARE CENTRE,36
17-Apr-17,NHS WESTERN ISLES,UIST & BARRA HOSPITAL,9
17-Apr-17,NHS WESTERN ISLES,WESTERN ISLES HOSPITAL,26
18-Apr-17,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL AYR,160
18-Apr-17,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL CROSSHOUSE,234
18-Apr-17,NHS BORDERS,BORDERS GENERAL HOSPITAL,73
18-Apr-17,NHS DUMFRIES & GALLOWAY,DUMFRIES & GALLOWAY ROYAL INFIRMARY,116
18-Apr-17,NHS DUMFRIES & GALLOWAY,GALLOWAY COMMUNITY HOSPITAL,48
18-Apr-17,NHS DUMFRIES & GALLOWAY,NEWTON STEWART HOSPITAL,2
18-Apr-17,NHS FIFE,ADAMSON HOSPITAL,7
18-Apr-17,NHS FIFE,QUEEN MARGARET HOSPITAL,64
18-Apr-17,NHS FIFE,VICTORIA HOSPITAL,190
18-Apr-17,NHS FORTH VALLEY,FORTH VALLEY ROYAL HOSPITAL,176
18-Apr-17,NHS FORTH VALLEY,STIRLING COMMUNITY HOSPITAL,48
18-Apr-17,NHS GRAMPIAN,ABERDEEN ROYAL INFIRMARY,184
18-Apr-17,NHS GRAMPIAN,DR GRAY'S HOSPITAL,70
18-Apr-17,NHS GRAMPIAN,ROYAL ABERDEEN CHILDREN'S HOSPITAL,43
18-Apr-17,NHS GREATER GLASGOW & CLYDE,GLASGOW ROYAL INFIRMARY,249
18-Apr-17,NHS GREATER GLASGOW & CLYDE,INVERCLYDE ROYAL HOSPITAL,111
18-Apr-17,NHS GREATER GLASGOW & CLYDE,NEW VICTORIA HOSPITAL,101
18-Apr-17,NHS GREATER GLASGOW & CLYDE,QUEEN ELIZABETH UNIVERSITY HOSPITAL,305
18-Apr-17,NHS GREATER GLASGOW & CLYDE,ROYAL ALEXANDRA HOSPITAL,238
18-Apr-17,NHS GREATER GLASGOW & CLYDE,ROYAL HOSPITAL FOR CHILDREN,178
18-Apr-17,NHS GREATER GLASGOW & CLYDE,STOBHILL HOSPITAL,72
18-Apr-17,NHS GREATER GLASGOW & CLYDE,VALE OF LEVEN GENERAL HOSPITAL,65
18-Apr-17,NHS HIGHLAND,BELFORD HOSPITAL,22
18-Apr-17,NHS HIGHLAND,CAITHNESS GENERAL HOSPITAL,20
18-Apr-17,NHS HIGHLAND,LORN & ISLANDS HOSPITAL,24
18-Apr-17,NHS HIGHLAND,RAIGMORE HOSPITAL,62
18-Apr-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL HAIRMYRES,228
18-Apr-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL MONKLANDS ,236
18-Apr-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL WISHAW ,197
18-Apr-17,NHS LOTHIAN,ROYAL HOSPITAL FOR SICK CHILDREN (EDINBURGH),134
18-Apr-17,NHS LOTHIAN,ROYAL INFIRMARY OF EDINBURGH AT LITTLE FRANCE,334
18-Apr-17,NHS LOTHIAN,ST JOHN'S HOSPITAL,153
18-Apr-17,NHS LOTHIAN,WESTERN GENERAL HOSPITAL,168
18-Apr-17,NHS ORKNEY,BALFOUR HOSPITAL,24
18-Apr-17,NHS SHETLAND,GILBERT BAIN HOSPITAL,26
18-Apr-17,NHS TAYSIDE,ARBROATH INFIRMARY,35
18-Apr-17,NHS TAYSIDE,BLAIRGOWRIE & RATTRAY COTTAGE HOSPITAL,11
18-Apr-17,NHS TAYSIDE,BRECHIN INFIRMARY,7
18-Apr-17,NHS TAYSIDE,CRIEFF COMMUNITY HOSPITAL,4
18-Apr-17,NHS TAYSIDE,LINKS HEALTH CENTRE,12
18-Apr-17,NHS TAYSIDE,NINEWELLS HOSPITAL,135
18-Apr-17,NHS TAYSIDE,PERTH ROYAL INFIRMARY,67
18-Apr-17,NHS TAYSIDE,PITLOCHRY COMMUNITY HOSPITAL,5
18-Apr-17,NHS TAYSIDE,ST MARGARET'S HOSPITAL,4
18-Apr-17,NHS TAYSIDE,WHITEHILLS HEALTH AND COMMUNITY CARE CENTRE,21
18-Apr-17,NHS WESTERN ISLES,UIST & BARRA HOSPITAL,8
18-Apr-17,NHS WESTERN ISLES,WESTERN ISLES HOSPITAL,18
19-Apr-17,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL AYR,137
19-Apr-17,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL CROSSHOUSE,164
19-Apr-17,NHS BORDERS,BORDERS GENERAL HOSPITAL,88
19-Apr-17,NHS DUMFRIES & GALLOWAY,DUMFRIES & GALLOWAY ROYAL INFIRMARY,95
19-Apr-17,NHS DUMFRIES & GALLOWAY,GALLOWAY COMMUNITY HOSPITAL,46
19-Apr-17,NHS FIFE,ADAMSON HOSPITAL,5
19-Apr-17,NHS FIFE,QUEEN MARGARET HOSPITAL,74
19-Apr-17,NHS FIFE,VICTORIA HOSPITAL,190
19-Apr-17,NHS FORTH VALLEY,FORTH VALLEY ROYAL HOSPITAL,170
19-Apr-17,NHS FORTH VALLEY,STIRLING COMMUNITY HOSPITAL,51
19-Apr-17,NHS GRAMPIAN,ABERDEEN ROYAL INFIRMARY,147
19-Apr-17,NHS GRAMPIAN,DR GRAY'S HOSPITAL,79
19-Apr-17,NHS GRAMPIAN,ROYAL ABERDEEN CHILDREN'S HOSPITAL,36
19-Apr-17,NHS GREATER GLASGOW & CLYDE,GLASGOW ROYAL INFIRMARY,227
19-Apr-17,NHS GREATER GLASGOW & CLYDE,INVERCLYDE ROYAL HOSPITAL,100
19-Apr-17,NHS GREATER GLASGOW & CLYDE,NEW VICTORIA HOSPITAL,90
19-Apr-17,NHS GREATER GLASGOW & CLYDE,QUEEN ELIZABETH UNIVERSITY HOSPITAL,292
19-Apr-17,NHS GREATER GLASGOW & CLYDE,ROYAL ALEXANDRA HOSPITAL,182
19-Apr-17,NHS GREATER GLASGOW & CLYDE,ROYAL HOSPITAL FOR CHILDREN,172
19-Apr-17,NHS GREATER GLASGOW & CLYDE,STOBHILL HOSPITAL,65
19-Apr-17,NHS GREATER GLASGOW & CLYDE,VALE OF LEVEN GENERAL HOSPITAL,61
19-Apr-17,NHS HIGHLAND,BELFORD HOSPITAL,31
19-Apr-17,NHS HIGHLAND,CAITHNESS GENERAL HOSPITAL,18
19-Apr-17,NHS HIGHLAND,LORN & ISLANDS HOSPITAL,23
19-Apr-17,NHS HIGHLAND,RAIGMORE HOSPITAL,87
19-Apr-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL HAIRMYRES,172
19-Apr-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL MONKLANDS ,207
19-Apr-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL WISHAW ,192
19-Apr-17,NHS LOTHIAN,ROYAL HOSPITAL FOR SICK CHILDREN (EDINBURGH),126
